customer_id,age,monthly_income,tenure_months,num_logins_last_month,avg_session_time,support_tickets,account_balance,last_payment_amount,engagement_score,payment_to_income_ratio,gender,subscription_type,region,payment_method,is_active,preferred_device,churn
765,33.0,909355.0558636804,37.0,31.0,52.58080724622607,2.0,52505.40912430014,16366.850187952772,1630.0050246330084,0.01799830559297654,2.0,2.0,2.0,2.0,0.0,1.0,0
766,56.0,673131.4935073466,103.0,33.0,68.39572949124752,3.0,44672.27841147066,28573.123399100037,2257.059073211168,0.04244805610003477,1.0,1.0,0.0,3.0,1.0,1.0,0
767,21.0,1006217.4164215884,10.0,27.0,44.75201407678492,5.0,65067.08809559747,34982.85891985649,1208.3043800731928,0.0347666998691655,1.0,0.0,1.0,2.0,1.0,2.0,0
768,48.0,602540.0152050985,23.0,34.0,27.72987590640401,2.0,42756.16560968786,20636.249981911376,885.9006495165712,0.03424876267327574,0.0,0.0,1.0,1.0,1.0,2.0,1
769,47.0,491819.6712188473,114.0,23.0,35.85109451155839,3.0,17596.427531516863,5487.931940747049,824.5751737658429,0.009575733336113447,1.0,2.0,3.0,2.0,0.0,0.0,0
770,65.0,816628.3308530756,108.0,28.0,27.72987590640401,2.0,55877.55376004803,24623.06117283628,763.5187504862347,0.03015210254475773,2.0,1.0,1.0,0.0,1.0,0.0,0
771,29.0,1140484.3636414353,14.0,33.0,55.703641709594464,5.0,18614.85111049578,5487.931940747049,1838.2201764166173,0.005601307817070965,0.0,2.0,3.0,0.0,0.0,1.0,0
772,61.0,760547.9836625822,81.0,28.0,40.66757847628902,3.0,49778.10779497553,25957.52554800229,1138.6921973360927,0.03413003006463609,1.0,2.0,2.0,3.0,0.0,0.0,1
773,29.0,811146.0249173212,99.0,25.0,69.54547136761862,2.0,17596.427531516863,16359.16275907139,1738.6367841904655,0.0201679626806269,2.0,1.0,0.0,1.0,0.0,1.0,0
774,63.0,767807.854449976,7.0,29.0,75.46578414971079,1.0,42749.49142475272,24430.09434287325,2188.5077403416126,0.03181797920050441,2.0,0.0,3.0,3.0,0.0,1.0,0
775,51.0,953923.0510699128,29.0,23.0,45.527038250630994,2.0,48854.96305297328,7250.554940733245,1047.1218797645129,0.007600775484564585,0.0,1.0,0.0,2.0,0.0,0.0,0
776,48.0,787191.6452918523,97.0,23.0,65.20500449310137,3.0,50100.52289476252,23826.039207936574,1499.7151033413315,0.03026713933060486,0.0,2.0,1.0,2.0,0.0,2.0,0
777,28.0,659760.8186067718,42.0,34.0,47.807231975370286,4.0,36398.91442278112,8652.972810607993,1625.4458871625898,0.01311531780392874,1.0,1.0,2.0,3.0,0.0,1.0,0
778,72.0,1327571.998754397,84.0,32.0,46.12149390169129,4.0,30732.33701861728,20233.58458879516,1475.8878048541212,0.014312636607243329,1.0,2.0,2.0,0.0,0.0,0.0,0
779,48.0,679615.6637994365,6.0,33.0,40.57195046401684,2.0,82963.30072183763,9928.848636765691,1338.8743653125557,0.01460950529194369,0.0,0.0,3.0,1.0,1.0,2.0,0
780,50.0,549835.4267327093,15.0,28.0,80.01169102122404,2.0,65846.94711575058,18348.61276016055,2240.327348594273,0.03337109954735663,0.0,0.0,0.0,2.0,0.0,2.0,1
781,23.0,811205.3142222922,64.0,29.0,52.87155098222125,1.0,65999.26456277014,19298.895769608884,1533.2749784844164,0.0237903961318484,2.0,1.0,0.0,0.0,0.0,2.0,0
782,70.0,687570.4360455439,114.0,39.0,75.31684732173079,3.0,60359.86690275005,7035.004152766329,2937.357045547501,0.010231685052119284,0.0,0.0,1.0,2.0,1.0,0.0,0
783,58.0,1047430.582389919,93.0,28.0,75.66174288124843,0.0,40759.87942815623,35303.33687362193,2118.528800674956,0.03370470317285411,0.0,1.0,2.0,2.0,1.0,2.0,1
784,34.0,743653.0583424794,51.0,28.0,31.15295303056999,1.0,82963.30072183763,12857.995266152,872.2826848559597,0.01729031451146191,0.0,2.0,0.0,0.0,0.0,0.0,0
785,76.0,701607.0878960657,65.0,30.0,95.1648969159733,0.0,59107.26218445417,21099.21365334002,2884.1531180298052,0.03007269170642359,2.0,1.0,3.0,0.0,0.0,2.0,0
786,46.0,805128.0229655565,20.0,36.0,41.353819667808416,1.0,49914.93451999907,31653.53318236327,1488.737508041103,0.025340601972712727,2.0,0.0,2.0,1.0,0.0,2.0,0
787,44.0,1147114.1055337386,6.0,37.0,50.10291994872847,2.0,50573.1546720276,18468.477725098943,1853.8080381029533,0.01609994824055082,1.0,2.0,3.0,0.0,0.0,1.0,0
788,48.0,1055427.4286846884,41.0,30.0,59.34272340841145,2.0,32961.3967138631,23965.21169444269,1780.2817022523436,0.022706640971335183,1.0,0.0,3.0,0.0,0.0,0.0,1
789,43.0,606680.9954516366,114.0,26.0,84.73893661027172,0.0,17846.1384178338,11761.205427289056,2203.2123518670646,0.019386144473725542,1.0,0.0,2.0,1.0,0.0,0.0,0
790,76.0,1098015.592946194,14.0,26.0,76.07043803906139,4.0,17596.427531516863,27541.659178976523,1977.831389015596,0.025083122093992105,0.0,0.0,0.0,0.0,0.0,2.0,0
791,48.0,1073962.525715543,6.0,21.0,47.31071739631111,0.0,32955.1838256885,26533.02108155536,946.2143479262222,0.024705723380689985,2.0,2.0,1.0,1.0,0.0,1.0,0
792,74.0,1075943.1305323802,43.0,30.0,45.37725720293157,3.0,32173.49496463852,17294.35464995462,1361.317716087947,0.016073669842937996,1.0,0.0,0.0,2.0,0.0,1.0,0
793,62.0,805128.0229655565,114.0,29.0,48.33486063960363,1.0,63041.740341864905,18109.635128448077,1401.7109585485055,0.025340601972712727,2.0,0.0,1.0,0.0,0.0,2.0,0
794,40.0,1327571.998754397,6.0,24.0,27.72987590640401,3.0,17596.427531516863,24459.39220094664,763.5187504862347,0.017121795841053434,2.0,0.0,1.0,3.0,1.0,0.0,0
795,48.0,894407.2663708053,106.0,33.0,80.732389404315,5.0,72549.22875693082,28155.497043999985,2664.168850342395,0.031479503915755554,1.0,2.0,3.0,2.0,1.0,0.0,1
796,71.0,794698.4263911955,21.0,29.0,58.34705193194373,1.0,65700.58855802783,34036.700604007114,1692.0645060263682,0.042829706809124,1.0,0.0,3.0,2.0,1.0,1.0,0
797,50.0,615685.18027573,19.0,29.0,66.03977920935147,4.0,41633.610835896,25801.652750368507,1915.1535970711925,0.041907217482177225,1.0,0.0,0.0,0.0,0.0,1.0,0
798,41.0,425218.9934583231,14.0,34.0,62.91732370310686,1.0,22775.28608150691,20334.23211251422,2139.189005905633,0.04782061108591386,2.0,1.0,3.0,0.0,1.0,1.0,1
799,34.0,578599.9539883562,73.0,22.0,49.772728252505175,1.0,66978.35595264353,28583.185156658747,1095.0000215551138,0.04940060046605873,2.0,2.0,1.0,3.0,1.0,2.0,1
800,22.0,809597.1430687049,104.0,26.0,64.27946828776716,2.0,19894.276846997436,11517.503521342418,1671.2661754819462,0.014226215618407893,2.0,0.0,0.0,0.0,1.0,2.0,0
801,30.0,440826.8612967285,67.0,25.0,45.23183861207589,2.0,49313.93765334451,10339.339877245278,1130.7959653018972,0.02345442345965774,2.0,2.0,3.0,3.0,1.0,1.0,0
802,42.0,1087082.7621451006,73.0,25.0,58.97680680843528,2.0,46354.791873275884,11210.07074275727,1474.420170210882,0.0103120674277245,0.0,0.0,3.0,2.0,0.0,0.0,0
803,44.0,737642.7322737848,25.0,32.0,54.18285880743178,3.0,82963.30072183763,11332.476181253893,1733.851481837817,0.015363096097105868,2.0,2.0,0.0,2.0,0.0,2.0,0
804,54.0,1104050.5816360302,24.0,31.0,88.63739812902449,1.0,53878.15059145373,26005.1512757405,2747.7593419997593,0.02355431146750988,0.0,2.0,1.0,3.0,0.0,2.0,1
805,21.0,695096.6746969586,66.0,37.0,64.55454233961927,0.0,47827.55842216601,27497.85728903012,2388.518066565913,0.03955975951261508,0.0,1.0,3.0,2.0,0.0,0.0,1
806,73.0,725994.6165762426,72.0,30.0,65.05991883985803,1.0,47532.72208291884,27338.027212907924,1951.7975651957408,0.037655964092175795,2.0,0.0,0.0,0.0,0.0,1.0,0
807,76.0,510223.43078713823,17.0,34.0,44.96538732420132,1.0,24549.765004125245,18060.28680157361,1528.823169022845,0.035396819729959124,2.0,2.0,0.0,0.0,0.0,0.0,0
808,36.0,1053392.6765837434,97.0,36.0,50.39077008635252,3.0,82963.30072183763,17441.338786825436,1814.0677231086906,0.016557300211531203,2.0,2.0,3.0,1.0,1.0,2.0,0
809,25.0,933826.8407115288,15.0,31.0,55.35193671973904,0.0,74945.86296725243,13206.396452587103,1715.91003831191,0.014142232667594453,2.0,0.0,2.0,1.0,0.0,2.0,0
810,47.0,1054791.8864799957,102.0,25.0,71.86273335238366,2.0,39007.98422996627,19741.22234694192,1796.5683338095914,0.01871575104054075,2.0,1.0,3.0,2.0,1.0,1.0,0
811,35.0,1123590.1985177356,81.0,37.0,63.69019888931173,3.0,23278.85915791078,8442.581407423631,2356.537358904534,0.007513932943310886,2.0,2.0,2.0,1.0,1.0,2.0,1
812,41.0,797552.3490316373,49.0,29.0,83.70168081122057,1.0,71718.99401515289,12757.601654926504,2427.3487435253965,0.015995942674379152,2.0,1.0,3.0,0.0,0.0,2.0,0
813,47.0,944032.3827914587,44.0,29.0,75.21304375526844,1.0,82963.30072183763,20305.51814960897,2181.178268902785,0.025340601972712727,2.0,2.0,2.0,2.0,1.0,0.0,1
814,48.0,797320.9845506898,95.0,32.0,72.1895080789412,2.0,57738.19389857493,21988.505061916498,2310.0642585261185,0.027577983632661528,2.0,0.0,2.0,1.0,1.0,1.0,1
815,25.0,394268.3915712536,6.0,30.0,67.7662382131881,5.0,82963.30072183763,17812.32915757033,2032.987146395643,0.045178182016022,1.0,2.0,3.0,3.0,0.0,0.0,0
816,38.0,718548.0316330745,28.0,24.0,33.75890361795423,3.0,73526.38441954943,25703.48010628905,810.2136868309016,0.035771415374796396,2.0,1.0,2.0,3.0,0.0,2.0,0
817,72.0,983200.4915915544,11.0,29.0,65.22863890252964,2.0,42647.04483352267,33336.778478321474,1891.6305281733596,0.03390638914791185,1.0,0.0,1.0,2.0,1.0,2.0,1
818,63.0,1072520.402719475,66.0,32.0,95.1648969159733,5.0,23634.38693884337,20305.51814960897,3049.744693751238,0.025340601972712727,2.0,2.0,0.0,0.0,0.0,0.0,0
819,42.0,629697.4701573745,39.0,30.0,64.56570760706816,1.0,61671.74155014463,22059.806711020115,1936.971228212045,0.0350323889748309,2.0,0.0,0.0,3.0,0.0,0.0,1
820,76.0,998765.2055162012,79.0,38.0,48.21005982384145,1.0,32958.27984272735,35794.73276415901,1831.982273305975,0.03583898654705225,1.0,2.0,3.0,2.0,0.0,0.0,0
821,66.0,682770.97899806,31.0,34.0,80.17044573566915,0.0,78391.98025940727,7431.902230571939,2725.795155012751,0.010884912304676406,1.0,1.0,2.0,0.0,1.0,2.0,1
822,39.0,321865.3270090989,32.0,25.0,33.69621329380908,2.0,38730.82455902355,5487.931940747049,842.405332345227,0.011758549188384823,2.0,1.0,0.0,2.0,1.0,0.0,0
823,46.0,601056.5350409098,48.0,35.0,58.91409352791379,0.0,28950.19984765472,20631.146776955586,2061.9932734769827,0.034324802367470084,2.0,2.0,1.0,2.0,0.0,0.0,0
824,61.0,805128.0229655565,81.0,21.0,50.60104307138137,0.0,79042.69522224175,13846.750657796778,1012.0208614276273,0.025340601972712727,1.0,2.0,1.0,2.0,1.0,1.0,0
825,57.0,1048997.5172483283,57.0,39.0,61.72782493634661,0.0,50692.4071527649,31080.2298042734,2777.7521221355973,0.029628506543848954,2.0,2.0,0.0,1.0,0.0,1.0,0
826,28.0,902292.7637463852,84.0,31.0,80.27801160871986,2.0,56209.83880728008,18633.916314886643,2488.618359870316,0.02065174083577626,0.0,0.0,3.0,1.0,0.0,0.0,0
827,70.0,805128.0229655565,57.0,25.0,68.6308531884931,1.0,53094.958169464415,28502.18945757825,1715.7713297123275,0.025340601972712727,0.0,1.0,0.0,2.0,0.0,1.0,0
828,51.0,919197.0348822696,41.0,28.0,67.71984590780875,1.0,79365.32261369846,20964.630154965664,1896.155685418645,0.02280754763058043,0.0,2.0,2.0,0.0,0.0,0.0,1
829,48.0,782457.6498126951,48.0,39.0,78.41022450434681,1.0,51644.12865955692,12993.700081874464,3057.998755669526,0.01660626627522256,2.0,2.0,0.0,3.0,1.0,2.0,1
830,48.0,666959.1265509714,109.0,31.0,87.19729703043156,3.0,61343.001180794025,25569.193223726397,2703.1162079433784,0.03833697179608548,0.0,2.0,1.0,2.0,1.0,2.0,1
831,74.0,835193.3982656392,45.0,35.0,76.47816899264089,2.0,46777.36066241032,5833.185823528433,2676.7359147424313,0.00698423363455891,2.0,0.0,0.0,2.0,1.0,0.0,0
832,45.0,980979.7909958336,44.0,27.0,45.7230481928094,0.0,34418.51169569131,19731.241762523838,1234.5223012058539,0.02011381064485929,0.0,2.0,3.0,0.0,0.0,0.0,0
833,55.0,792844.228762414,60.0,24.0,38.22009869156691,2.0,64794.10131764973,17891.143091322152,917.2823685976059,0.022565773253151174,2.0,1.0,3.0,1.0,0.0,0.0,0
834,38.0,510241.74285364896,112.0,39.0,95.1648969159733,2.0,71870.4147768603,31355.550442435582,3099.105897081254,0.06145234270146572,0.0,0.0,0.0,1.0,0.0,1.0,1
835,57.0,805128.0229655565,11.0,31.0,73.82559141486402,1.0,20458.577583350685,5487.931940747049,2288.5933338607847,0.025340601972712727,0.0,0.0,3.0,2.0,0.0,0.0,0
836,70.0,315422.604734442,43.0,25.0,76.88795425570501,3.0,59639.07630773989,34829.77710072616,1922.1988563926252,0.07444385301601573,1.0,0.0,0.0,2.0,0.0,1.0,1
837,26.0,974804.4515161,50.0,31.0,61.78655425221033,1.0,52607.380504207016,9032.09306431021,1915.3831818185201,0.009265543515176524,1.0,1.0,0.0,1.0,0.0,2.0,1
838,74.0,855522.925813648,10.0,37.0,30.826515767250164,4.0,28589.34601814931,27744.8483830754,1140.581083388256,0.03243028041205157,0.0,2.0,1.0,1.0,1.0,0.0,0
839,57.0,1055641.2717267172,23.0,21.0,70.94229009298824,2.0,30953.17107702352,7348.033333140955,1489.7880919527531,0.0069607294920572245,0.0,0.0,0.0,2.0,1.0,2.0,1
840,76.0,653021.341461898,20.0,34.0,45.362006140278,2.0,78943.60712426985,7998.206957168708,1542.308208769452,0.012248002399528595,0.0,2.0,0.0,2.0,0.0,0.0,0
841,73.0,752774.455680711,14.0,39.0,44.31948776375588,3.0,45022.14844159588,32189.120084856724,1728.4600227864794,0.04276064343303079,1.0,0.0,0.0,0.0,1.0,1.0,1
842,43.0,667629.4824280434,29.0,33.0,29.718045194581038,1.0,82963.30072183763,32114.400961444917,980.6954914211742,0.04810213120704444,0.0,1.0,2.0,1.0,1.0,2.0,1
843,76.0,829417.3879367425,84.0,37.0,49.700220572135095,4.0,25728.339407999407,17180.671283607855,1838.9081611689985,0.02071414408895679,2.0,1.0,0.0,2.0,0.0,1.0,0
844,48.0,737868.1727769466,20.0,28.0,71.52743563108255,2.0,38172.15252715681,25727.72300858141,2002.7681976703116,0.03486764161646359,2.0,2.0,1.0,3.0,1.0,0.0,0
845,65.0,963431.2934456092,114.0,35.0,31.308248662650136,3.0,29996.87746030248,18480.113998912348,1095.7887031927548,0.019181558793694767,1.0,1.0,2.0,3.0,1.0,2.0,0
846,46.0,805128.0229655565,10.0,36.0,34.799036640737164,4.0,66335.01492472441,14018.24921510706,1252.7653190665378,0.025340601972712727,1.0,2.0,1.0,3.0,1.0,2.0,0
847,61.0,791234.217698921,90.0,28.0,27.72987590640401,2.0,37469.23420740876,36591.288387166824,763.5187504862347,0.04728073902170676,2.0,0.0,0.0,1.0,0.0,0.0,0
848,53.0,805128.0229655565,75.0,26.0,62.00416127910309,3.0,57240.85736095859,12551.747346940265,1612.1081932566804,0.025340601972712727,2.0,1.0,3.0,1.0,0.0,0.0,0
849,61.0,676862.9822494026,66.0,24.0,71.28073061926051,1.0,46929.68086497081,17693.42506410706,1710.7375348622522,0.026140334939439184,0.0,2.0,3.0,2.0,1.0,0.0,0
850,29.0,1327571.998754397,72.0,34.0,66.10867493279618,4.0,17596.427531516863,5487.931940747049,2247.69494771507,0.005601307817070965,0.0,1.0,0.0,3.0,1.0,0.0,0
851,74.0,1207654.0077872998,45.0,23.0,71.63260090128762,0.0,40686.896528103,17581.82836106484,1647.5498207296152,0.014558663530855826,2.0,1.0,2.0,0.0,0.0,1.0,0
852,39.0,991045.0658725676,92.0,28.0,52.215606722345086,4.0,30070.20793701324,23958.49441877372,1462.0369882256623,0.0241749797701474,2.0,2.0,1.0,3.0,0.0,2.0,1
853,64.0,315422.604734442,78.0,32.0,64.17749226510784,3.0,50236.61948156816,27634.516052966694,2053.679752483451,0.07444385301601573,1.0,1.0,1.0,1.0,0.0,2.0,0
854,46.0,315422.604734442,8.0,29.0,60.66947479330353,2.0,82963.30072183763,7203.034336986168,1759.4147690058023,0.027715449425030243,1.0,2.0,0.0,2.0,0.0,2.0,1
855,51.0,768758.47612842,33.0,32.0,42.04233843984542,3.0,69916.45791592295,24930.226241487435,1345.3548300750535,0.03242920503073956,1.0,2.0,3.0,2.0,0.0,0.0,0
856,34.0,315422.604734442,60.0,27.0,64.75436409068479,0.0,48691.66515972938,11204.265919645915,1748.3678304484893,0.04184165605175432,2.0,0.0,2.0,2.0,1.0,0.0,0
857,46.0,868749.7815518439,57.0,36.0,35.29909468540632,2.0,66718.33177425295,20224.671018077504,1270.7674086746274,0.02328020270917394,0.0,1.0,0.0,0.0,0.0,2.0,0
858,72.0,1195621.2884318817,56.0,38.0,49.47223307065308,3.0,71237.62946462777,16940.32762430176,1879.944856684817,0.014168640010182375,1.0,0.0,1.0,1.0,0.0,2.0,1
859,48.0,315422.604734442,87.0,39.0,95.1648969159733,3.0,26318.286881911863,15230.218023639967,3099.105897081254,0.06420604916860488,1.0,1.0,1.0,2.0,0.0,0.0,1
860,76.0,663241.5884500049,111.0,32.0,38.90979517716417,5.0,64887.70112482699,8256.069878198898,1245.1134456692535,0.012448058176649216,2.0,2.0,0.0,2.0,0.0,2.0,0
861,74.0,580066.1398654067,38.0,26.0,44.02103522011832,1.0,56830.94977564021,28971.340614337427,1144.5469157230764,0.04994489183778194,0.0,0.0,3.0,1.0,0.0,1.0,1
862,48.0,1044604.876179216,95.0,27.0,93.05315865144954,2.0,55048.02792525835,27796.182869643213,2512.4352835891373,0.026609279262903237,1.0,1.0,3.0,0.0,1.0,2.0,0
863,72.0,659755.2732858721,52.0,29.0,95.1648969159733,3.0,35733.32537382624,16273.886430467051,2791.4949466173202,0.024666549991204958,0.0,0.0,2.0,2.0,0.0,1.0,1
864,56.0,863746.6644093462,16.0,24.0,57.214557945370665,1.0,23442.01557770141,9596.6946570448,1373.149390688896,0.011110543232728181,2.0,0.0,2.0,2.0,0.0,2.0,0
865,32.0,1327571.998754397,81.0,26.0,67.81527807573926,1.0,59082.82402139233,25228.469225062367,1763.1972299692206,0.01779726855838052,2.0,0.0,2.0,3.0,1.0,0.0,0
866,21.0,575600.440662777,29.0,26.0,84.03961432550197,1.0,24735.055668895035,19596.251369956168,2185.0299724630513,0.03404488597575082,0.0,0.0,1.0,0.0,0.0,1.0,0
867,28.0,1096269.161541548,6.0,39.0,78.59549431140304,3.0,51495.92164517414,16958.246102235575,3099.105897081254,0.015469053310219258,2.0,1.0,0.0,0.0,0.0,1.0,0
868,76.0,953330.6819246792,6.0,30.0,43.59866375029343,4.0,57551.07151598959,16183.535654570758,1307.959912508803,0.016975783913613082,2.0,1.0,2.0,0.0,0.0,2.0,1
869,29.0,781300.3349555917,61.0,27.0,61.96052296288109,2.0,43380.411388133696,27233.828223121287,1672.9341199977896,0.034857054329394635,0.0,1.0,1.0,3.0,1.0,0.0,1
870,25.0,805128.0229655565,66.0,27.0,64.79459817778371,1.0,76519.13699254439,18480.46662511153,1749.4541508001603,0.025340601972712727,2.0,2.0,2.0,1.0,0.0,0.0,0
871,69.0,1327571.998754397,40.0,37.0,46.163516696977325,2.0,74279.18547894325,8240.44267137948,1708.050117788161,0.005601307817070965,1.0,0.0,2.0,0.0,0.0,1.0,0
872,74.0,452043.9996284733,6.0,39.0,48.97808477919946,2.0,28337.24927833228,17861.21473003208,1959.1233911679785,0.03951211551245429,2.0,2.0,0.0,1.0,0.0,0.0,0
873,21.0,741633.1992879581,34.0,29.0,85.6814041966792,1.0,34557.56051157079,9489.829819224857,2484.7607217036966,0.012795853567957908,1.0,1.0,1.0,3.0,0.0,0.0,0
874,69.0,315422.604734442,103.0,24.0,54.38067136773715,3.0,37589.10202013653,13205.950135633524,1305.1361128256917,0.04349211031987969,0.0,1.0,1.0,3.0,1.0,0.0,0
875,48.0,918233.579924924,33.0,33.0,44.73438358840524,2.0,54383.212543323214,13422.144366363937,1476.2346584173729,0.014617352991448373,1.0,2.0,1.0,2.0,0.0,0.0,0
876,48.0,1002361.3846645172,32.0,34.0,44.13736986027665,3.0,28408.2060017115,14478.985739646678,1500.670575249406,0.014444875831377607,0.0,2.0,0.0,1.0,1.0,2.0,0
877,61.0,719102.7482836372,113.0,33.0,68.75076684704379,1.0,65728.4375815403,6581.4700546751465,2268.7753059524453,0.009152336116617376,2.0,2.0,1.0,3.0,0.0,2.0,0
878,59.0,789877.7075097391,69.0,26.0,57.57267304020218,0.0,17596.427531516863,23249.343263442413,1496.8894990452568,0.029434104852434705,1.0,1.0,3.0,2.0,1.0,0.0,1
879,27.0,682120.9186334875,21.0,22.0,72.44048308137259,3.0,59945.26897517269,12951.648113723995,1593.690627790197,0.018987319931003444,2.0,0.0,2.0,2.0,0.0,1.0,1
880,43.0,523985.5515786158,74.0,26.0,61.59053902216495,1.0,30751.822938994406,36591.288387166824,1601.3540145762886,0.07331198380086601,2.0,1.0,2.0,0.0,0.0,2.0,1
881,25.0,805128.0229655565,35.0,31.0,66.06772086038549,1.0,68282.7286867252,15594.598114173466,2048.09934667195,0.025340601972712727,1.0,2.0,0.0,1.0,0.0,1.0,0
882,37.0,895399.2561725485,103.0,32.0,54.93326620714499,0.0,37323.706300235775,20047.58952090675,1757.8645186286396,0.022389553467580127,2.0,1.0,0.0,1.0,1.0,0.0,1
883,76.0,899207.1747518455,114.0,39.0,35.695038093756025,0.0,63493.13580311222,16601.61452593438,1392.106485656485,0.018462502293218393,1.0,2.0,0.0,1.0,0.0,0.0,0
884,35.0,876950.9873480523,8.0,39.0,62.74455849835086,0.0,77435.18129742288,30396.37384195029,2447.0377814356834,0.03466142838138604,2.0,0.0,2.0,3.0,1.0,2.0,0
885,52.0,399000.0019987974,6.0,35.0,92.18659083014929,2.0,39124.591575416605,16019.806468622195,3099.105897081254,0.04014989069767092,0.0,1.0,2.0,1.0,1.0,1.0,0
886,52.0,526412.5590301201,11.0,22.0,87.74040663042207,2.0,68384.8954123169,11410.666749927215,1930.2889458692855,0.021676281377007046,0.0,1.0,2.0,3.0,0.0,2.0,1
887,44.0,545291.092409599,73.0,38.0,95.1648969159733,3.0,65120.91482141023,30223.003989427787,3099.105897081254,0.055425449654559145,1.0,2.0,2.0,2.0,0.0,2.0,1
888,22.0,805128.0229655565,81.0,33.0,60.56296249147218,1.0,38509.06239699184,21044.620123080786,1998.577762218582,0.025340601972712727,1.0,0.0,2.0,0.0,1.0,1.0,1
889,37.0,669533.5592361612,10.0,34.0,64.21272087125463,4.0,19393.677084558454,18549.86317862448,2183.2325096226573,0.027705651080114836,2.0,2.0,2.0,1.0,0.0,2.0,0
890,61.0,976474.5997611672,106.0,28.0,59.55571756181446,4.0,41363.7311321618,36591.288387166824,1667.560091730805,0.045680417423750855,1.0,1.0,2.0,1.0,0.0,1.0,0
891,57.0,517422.9862894915,78.0,27.0,40.97377149324116,0.0,45338.65528156418,30328.975256887767,1106.2918303175113,0.05861543854937881,1.0,2.0,0.0,1.0,0.0,2.0,0
892,34.0,782545.6180924885,6.0,22.0,51.712704349013535,2.0,39574.29917800957,31187.136868413672,1137.6794956782978,0.03985344259473917,2.0,2.0,0.0,1.0,1.0,0.0,0
893,70.0,584618.9524450352,13.0,26.0,79.1787754006001,5.0,71563.58508927586,10152.682336846698,2058.6481604156024,0.01736632432866814,1.0,1.0,1.0,1.0,1.0,0.0,0
894,65.0,1137374.6514327475,36.0,34.0,60.52068669127375,0.0,23591.00658734582,16833.20875078695,2057.7033475033077,0.014800056190440157,1.0,2.0,0.0,3.0,1.0,0.0,0
895,48.0,1320526.815392187,83.0,34.0,54.32602570397879,3.0,28894.27447722341,5487.931940747049,1847.084873935279,0.005601307817070965,2.0,1.0,2.0,2.0,1.0,0.0,0
896,56.0,744706.5324504188,58.0,33.0,39.7776937738943,1.0,41884.31582190764,19698.97027253869,1312.6638945385118,0.026451990702592916,1.0,2.0,2.0,0.0,0.0,2.0,1
897,73.0,885062.3371345554,43.0,34.0,51.02217967630752,2.0,55186.8504882888,28080.891059324247,1734.7541089944557,0.03172758559610375,2.0,0.0,2.0,1.0,1.0,1.0,0
898,69.0,805128.0229655565,112.0,34.0,69.08825504013518,2.0,52404.36867795133,5487.931940747049,2349.000671364596,0.025340601972712727,2.0,0.0,1.0,3.0,0.0,2.0,0
899,48.0,337104.3402296431,114.0,33.0,53.55210273472399,3.0,45380.26066963423,20318.66040283754,1767.2193902458916,0.06027409907862951,0.0,0.0,0.0,0.0,1.0,0.0,0
900,56.0,930360.7534725352,77.0,23.0,49.45901365018696,5.0,60720.37666029513,7095.5590070880135,1137.5573139543,0.007626674900681393,0.0,0.0,3.0,1.0,0.0,0.0,0
901,30.0,1184532.325433798,55.0,32.0,27.72987590640401,0.0,73165.63678453823,22522.797256268263,763.5187504862347,0.019014084101098713,2.0,0.0,3.0,1.0,0.0,0.0,0
902,22.0,838935.6067858395,11.0,28.0,50.13012019752202,2.0,68904.97238488663,20067.83848783712,1403.6433655306164,0.02392059453135116,1.0,1.0,1.0,1.0,0.0,0.0,0
903,72.0,1327571.998754397,18.0,27.0,67.96136398922638,1.0,41060.39921429524,26198.620522251003,1834.9568277091123,0.016700848498210564,2.0,0.0,1.0,1.0,0.0,2.0,0
904,53.0,835081.6520376165,32.0,26.0,71.03465788185451,1.0,51391.557971973,36591.288387166824,1846.9011049282174,0.05165096838028494,1.0,1.0,3.0,2.0,0.0,0.0,0
905,61.0,1063489.059472903,113.0,25.0,76.61012247997009,2.0,80194.12249842283,5487.931940747049,1915.2530619992522,0.005601307817070965,0.0,1.0,3.0,0.0,0.0,2.0,0
906,45.0,468403.57989681535,94.0,34.0,78.26177349726538,0.0,25736.978718961946,19005.541654115485,2660.900298907023,0.040575141757674474,0.0,0.0,2.0,2.0,1.0,2.0,0
907,40.0,1327571.998754397,71.0,30.0,65.77817874887343,2.0,17596.427531516863,26855.115654647267,1973.345362466203,0.019757860925759305,1.0,0.0,1.0,2.0,1.0,2.0,0
908,38.0,315422.604734442,47.0,35.0,51.04809964751701,1.0,58069.017856808,10794.24832387325,1786.6834876630955,0.05136569053517228,0.0,1.0,2.0,2.0,0.0,0.0,0
909,67.0,702211.6546695947,52.0,33.0,67.85399982244873,2.0,67600.42755473469,24771.992130458384,2239.181994140808,0.035277101947437946,0.0,1.0,1.0,1.0,1.0,1.0,0
910,76.0,1327571.998754397,96.0,23.0,37.35697182710161,3.0,35069.89046882393,12143.4360603963,859.210352023337,0.005601307817070965,1.0,0.0,0.0,3.0,1.0,2.0,0
911,24.0,675345.3773077043,76.0,39.0,56.93864600106676,2.0,71572.50271146453,20305.51814960897,2448.361778045871,0.025340601972712727,1.0,2.0,3.0,0.0,0.0,0.0,0
912,51.0,805128.0229655565,29.0,33.0,56.943037866254784,0.0,82963.30072183763,25697.842833640138,1879.120249586408,0.025340601972712727,0.0,1.0,1.0,1.0,0.0,2.0,0
